Country Name,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031
Denmark,13.286,13.3864,13.4868,13.5872,13.6876,13.788,13.8884,13.9888,14.0892,14.1896,14.29,14.327225,14.36445,14.401675,14.4389,14.476125,14.51335,14.550575,14.5878,14.625025,14.66225,14.8532,15.04415,15.2351,15.42605,15.617,15.6165,15.64,15.664,15.6875,15.711,13.29044869,13.37472485,13.52074412,13.61029107,13.64830843,13.79259091,13.88209405,13.9483651,13.96215576,14.16376136,14.20498523
Djibouti,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.242018982,0.243313201,0.245901639,0.250215703,0.32349196,0.171228484,0.300172161,0.3475249,0.153967304,0.328422608,0.286005794,0.142414496,0.145314279,0.166989753,0.12664402
Dominica,67.08,66.75466667,66.42933333,66.104,65.77866667,65.45333333,65.128,64.80266667,64.47733333,64.152,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,66.90555849,66.74794427,66.23825345,65.89643679,65.64795185,65.28211566,65.16119199,64.86550669,64.42948749,64.33143325,64.00829243
Dominican Republic,33.01366177,33.79523908,34.57681639,35.35839371,36.13997102,36.92154833,37.70312565,38.48470296,39.26628027,40.04785759,40.8294349,41.03777686,41.24611882,41.45446077,41.66280273,41.87114469,42.07948665,42.28782861,42.49617057,42.70451252,42.91285448,43.03924653,43.16563858,43.29203064,43.41842269,43.54481474,43.71227489,43.87973504,44.0471952,44.21465535,44.3821155,32.8287079,33.96362744,35.35830371,36.30601218,36.57226128,38.23336802,38.55508127,38.5373645,39.18325423,40.09772183,39.99741624
Ecuador,52.85439243,52.52867721,52.202962,51.87724679,51.55153157,51.22581636,50.90010114,50.57438593,56.01079884,55.64773313,55.28466742,55.00188839,54.71910936,54.43633033,54.1535513,53.87077227,53.58799324,53.30521421,53.02243517,52.73965614,52.45687711,52.28856499,52.12025286,51.95194073,51.7836286,51.61531648,51.3565389,51.09776131,50.83898373,50.58020615,50.32142857,52.65033519,52.54765126,52.55740138,52.27577834,51.71080108,51.6528965,52.41291034,52.7273469,53.45995427,54.1757864,54.72057267
"Egypt, Arab Rep.",0.044010247,0.045557286,0.047104325,0.048651364,0.050198403,0.051745442,0.053292481,0.05483952,0.056386559,0.057933598,0.059480637,0.060126576,0.060772515,0.061418454,0.062064393,0.062710332,0.063356271,0.06400221,0.064648149,0.065294088,0.065940027,0.062480285,0.059020543,0.055560802,0.05210106,0.048641318,0.045185594,0.045185594,0.045185594,0.045185594,0.045185594,0.127323455,-0.025426429,0.106427507,0.155327906,-0.038731084,0.138779689,0.097145033,-0.04552285,-0.040232168,-0.018034421,-0.056986341
El Salvador,34.69498069,34.47779923,34.26061776,34.04343629,33.82625483,33.60907336,33.39189189,33.17471042,32.95752896,32.74034749,32.52316602,32.30598456,32.08880309,31.87162162,31.65444015,31.43725869,31.22007722,31.00289575,30.78571429,30.56853282,30.35135135,30.13416988,29.91698842,29.69980695,29.48262548,29.26544402,29.04826255,28.83108108,28.61389961,28.39671815,28.17953668,34.54214183,34.32847833,34.3612632,34.0399182,33.62896197,33.47007901,33.36581725,32.95100219,32.76549764,32.55603021,32.42069826
Equatorial Guinea,96.22638146,95.9284492,95.63051693,95.33258467,95.03465241,94.73672014,94.43878788,94.14085561,93.84292335,93.54499109,93.24705882,92.94912656,92.6511943,92.35326203,92.05532977,91.7573975,91.45946524,91.16153298,90.86360071,90.56566845,90.26773619,89.96976827,89.67180036,89.37383244,89.07586453,88.77789661,88.4798574,88.18181818,87.88377897,87.58573975,87.28770053,96.0240749,95.9015433,95.42076535,95.1144326,94.91287799,94.65939269,94.54181412,94.16441043,93.59148775,93.4913579,93.06893836
Eritrea,11.29287129,11.29287129,11.29287129,11.29287129,11.26158416,11.23029703,11.1990099,11.16772277,11.13643564,11.10514851,11.07386139,11.04257426,11.01128713,10.98,9.140320769,9.11098558,9.086474152,9.058220229,9.030254666,9.003251617,8.977483792,8.949616385,8.924026107,8.900342223,8.875197116,8.845245978,8.819973667,8.79432689,8.767757211,8.741453809,8.71821524,11.12112598,11.14056316,11.17972007,11.21644959,11.0342178,11.18339296,11.1710773,11.01865507,10.76912771,10.92214914,10.63782608
Estonia,52.19386648,52.19386648,52.19386648,52.27169144,52.3495164,52.42734135,52.50516631,52.58299127,52.66081623,52.73864119,52.81646615,53.04560038,53.27473461,53.50386884,53.73300307,53.9621373,54.19127153,54.42040576,54.64953999,54.87867422,55.10780845,55.50879925,55.90979004,54.91175523,55.30278353,55.69381182,55.69933287,57.03859649,57.03859649,57.03859649,57.03859649,52.11121374,52.1698078,52.05638472,52.20715085,52.26106638,52.37018768,52.54517871,52.6432044,52.57929836,52.88067701,52.94562313
Eswatini,26.81046512,26.88104651,26.95162791,27.0222093,27.0927907,27.16337209,27.23395349,27.30453488,27.37511628,27.44569767,27.51627907,27.5869186,27.65755814,27.72819767,27.79883721,27.86947674,27.94011628,28.01075581,28.08139535,28.15203488,28.22267442,28.29325581,28.36383721,28.4344186,28.505,28.5755814,28.64651163,28.71686047,28.7872093,28.85755814,28.92790698,26.81737292,26.89054966,26.9580971,27.01727697,27.07877401,27.11646119,27.24530119,27.30059215,27.33418512,27.42278535,27.52694676
Ethiopia,18.5363851,18.46721163,18.39803815,19.0395,18.9665,18.8935,18.8205,18.7475,18.6745,18.6015,18.5285,18.4555,18.3825,18.3095,16.15855367,16.0938364,16.02896339,15.96402992,15.9002326,15.8352641,15.77082944,15.70608869,15.64130888,15.5767636,15.51254422,15.44784411,15.38289762,15.31829055,15.25348958,15.18867857,15.12398953,18.26861978,18.44912101,18.60638207,18.64075735,18.59986755,18.77720899,18.74547925,18.63453069,18.23343884,18.4681659,18.06176735
Faroe Islands,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.058565154,0.140794714,-0.013568325,0.116235244,0.16426966,-0.031608919,0.145128852,0.102251298,-0.04325013,-0.038690691,-0.018113291,-0.058148782
Fiji,51.43349754,51.79901478,52.16453202,52.53004926,52.8955665,53.26108374,53.62660099,53.99211823,54.35763547,54.72315271,55.08866995,55.45413246,55.81959496,56.18505747,56.55051998,56.91598248,57.28144499,57.6469075,58.01237001,58.37783251,58.74329502,59.10870279,59.47411056,59.83951834,60.20492611,60.57033388,60.93596059,61.3015873,61.66721401,62.03284072,62.39846743,51.37905011,51.68923167,51.92453613,52.41562864,53.03000543,53.26853671,53.81467426,54.16145266,54.27223913,54.68933978,54.91143569
Finland,71.81893693,72.00617551,72.1934141,72.38065268,72.56789126,72.75512985,72.94236843,73.12960701,73.3168456,73.50408418,73.69132276,73.62446568,73.55760859,73.4907515,73.42389442,73.35703733,73.40585972,73.34372061,73.32256663,73.25555775,73.18854886,73.30086544,73.41077364,73.52068183,73.63059002,73.73564542,73.73564542,73.73321927,73.73321927,73.73079327,73.72836744,71.80929503,71.9527205,72.01952837,72.28772102,72.45932462,72.86133546,72.98232571,73.09804534,73.08212218,73.38745456,73.43807579
France,26.36394517,26.51954285,26.67514053,26.83073821,26.98633589,27.14193358,27.29753126,27.45312894,27.60872662,27.7643243,27.91987099,28.12642106,28.33297112,28.52389357,28.74607126,28.95315008,29.15970392,29.36625776,29.5728116,29.77936544,29.98591927,30.13823218,30.29054509,30.442858,30.59517091,30.74748382,30.89979673,31.05210964,31.20442255,31.35673546,31.50904837,26.35744087,26.51673975,26.79176635,26.85643644,26.99386822,27.09341879,27.33059958,27.51606577,27.63910651,27.88204518,28.02514641
French Polynesia,39.46174863,39.57431694,39.68688525,39.79945355,39.91202186,40.02459016,40.13715847,40.24972678,40.36229508,40.47486339,42.79746471,42.82368194,42.84989916,42.87611639,42.90233362,42.92855085,42.95476808,42.98098531,43.00720254,43.03341976,43.05963699,43.05963699,43.05963699,43.05963699,43.05963699,43.05963699,43.05963699,43.05963699,43.05963699,43.05963699,43.05963699,39.76523665,39.71782121,39.83165965,39.84120961,39.89205607,39.90614453,40.31552512,40.58345006,40.94571671,41.25395294,41.61404838
Gabon,92.21725463,92.19334032,92.16942601,92.1455117,92.12159739,92.09768308,92.07376877,92.04985447,92.02594016,92.00202585,91.97811154,91.9584779,91.93884426,91.91921062,91.89957698,91.87994334,91.8603097,91.84067606,91.82104242,91.80140878,91.78177514,91.73566189,91.68954865,91.6434354,91.59732216,91.55120891,91.50510343,91.45899794,91.41289246,91.36678698,91.32068149,92.09881138,92.1505954,91.88073525,91.94940249,91.94219563,92.04570518,92.09112398,92.04718981,91.7811074,91.97669599,91.83444238
"Gambia, The",40.9743083,40.40780632,39.84130435,39.27480237,38.7083004,38.14179842,37.57529644,37.00879447,36.44229249,35.87579051,35.30928854,34.74278656,34.17628458,33.60978261,33.04328063,32.47677866,31.91027668,31.3437747,30.77727273,30.21077075,29.64426877,29.07786561,28.51146245,27.94505929,27.37865613,26.81225296,26.24505929,25.67885375,25.11264822,24.54545455,23.97924901,41.38133781,40.45383782,39.8837919,39.32596123,38.85315341,38.25045192,37.35764102,36.76806486,36.44462351,35.65676463,35.02288876
Georgia,39.63102605,39.63102605,39.63102605,39.64297021,39.65491438,39.66685854,39.67880271,39.69074687,39.70269103,39.7146352,39.72657936,39.81551302,39.90444668,39.99338034,40.082314,40.17124766,40.26018132,40.34911498,40.43804864,40.5269823,40.61591596,40.61591596,40.61591596,40.61591596,40.61591596,40.61591596,40.61591596,40.61591596,40.61591596,40.61591596,40.61591596,39.61254908,39.62580823,39.57846194,39.61567229,39.61692615,39.65909506,39.69403615,39.70054383,39.68264173,39.78816063,39.76976929
Germany,32.36616733,32.38163435,32.39710137,32.41349679,32.42989316,32.44629046,32.4626887,32.48187939,32.50014326,32.51934208,32.53761284,32.55803955,32.57753827,32.59797598,32.6174843,32.6341897,32.65370498,32.67416181,32.69368672,32.71133932,32.73087185,32.73754877,32.74516555,32.71898647,32.72284322,32.73232815,32.68548202,32.68454647,32.68361097,32.68267552,32.68267552,32.41509784,32.38401285,32.42699125,32.44378974,32.4234328,32.49430915,32.47955102,32.52934933,32.51514397,32.56626209,32.58457153
Ghana,43.61545223,43.14272216,42.66999209,42.19726202,41.72453195,41.25180188,40.77907181,40.30634174,39.83361167,39.3608816,38.88815153,38.49012042,38.0920893,37.69405819,37.29602707,36.89799596,36.49996484,36.10193373,35.70390261,35.3058715,34.90784038,34.85291377,34.79798717,34.74306056,34.68813395,34.63320735,34.81691131,35.00061528,35.03234596,35.06407665,35.09693099,43.69712847,43.16560492,42.63331997,42.21030703,41.73311309,41.32348767,40.73162012,40.21183365,39.77421118,39.19582314,38.69631144
Greece,25.59,25.82404112,26.05808146,26.29212258,26.52616292,26.76020403,26.99424515,27.22828549,27.46232661,27.69636695,27.93040807,28.16436695,28.39832661,28.63228549,28.86624515,29.10020403,29.33416292,29.56812258,29.80208146,30.03604112,30.27,30.27,30.27,30.27,30.27,30.27,30.26997673,30.26997673,30.26997673,30.26997673,30.26997673,25.68206294,25.87232117,26.24699641,26.32273764,26.54049175,26.66102234,27.08194409,27.28507599,27.52844119,27.82997254,28.06376769
Greenland,0.00064384,0.00064384,0.00064384,0.00064384,0.00064384,0.00064384,0.00064384,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.084633736,-0.070374554,0.059678121,0.107915493,-0.088698549,0.08876635,0.045735411,-0.100409188,-0.09533861,-0.075127486,-0.115064932
Grenada,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.02037837,52.05875934,51.93758703,51.97576204,51.96364478,52.0356046,52.05296375,52.03634027,51.97545333,52.06129647,52.03447721
Guam,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.81481481,45.18518519,45.55555556,45.92592593,46.2962963,51.85185185,51.85185185,51.85185185,51.85185185,51.85185185,44.43756888,44.45542248,44.37162869,44.38556225,44.37791532,44.43636578,44.44399274,44.42032005,44.38963786,44.45548742,44.42659596
Guatemala,44.61739455,44.08361329,43.54983203,43.01605077,42.4822695,41.94848824,41.41470698,40.88092572,40.34714446,39.8133632,39.27958193,38.82549459,38.37140724,37.9173199,37.46323255,37.0091452,36.55505786,36.10097051,35.64688317,35.19279582,34.73870847,34.48338932,34.22807018,33.97275103,33.71743188,33.46211273,33.35386338,33.24561404,33.13736469,33.02911534,32.92086599,44.71621066,44.11914285,43.49652772,43.03175155,42.52801517,42.02041157,41.34557196,40.78194342,40.30615353,39.62912859,39.05478188
Guinea,29.61093928,29.46972163,29.32850399,29.18728634,29.0460687,28.90485105,28.7636334,28.62241576,28.48119811,28.33998047,28.19876282,28.0522546,27.90574638,27.75923816,27.61272994,27.46622172,27.3197135,27.17320527,27.02669705,26.88018883,26.73368061,26.58717239,26.44066417,26.29415595,26.14764773,26.00113951,25.8383526,25.67556568,25.51277877,25.34999186,25.18720495,29.58093056,29.44445318,29.35746009,29.21253528,29.0654591,28.94063204,28.80769457,28.60142863,28.46984211,28.31239303,28.17239379
Guinea-Bissau,79.42140825,79.12108819,78.82076814,78.52044808,78.22012802,77.91980797,77.61948791,77.31916785,77.0188478,76.71852774,76.41820768,76.11788762,75.81756757,75.51724751,75.21692745,74.9166074,74.61628734,74.31596728,74.01564723,73.71532717,73.41500711,73.11472262,72.81443812,72.51415363,72.21386913,71.91358464,71.61344239,71.31330014,71.01315789,70.71301565,70.4128734,79.25308085,79.11313036,78.68693624,78.34819324,78.13334792,77.85397484,77.68821447,77.33128065,76.84304563,76.67327427,76.28659928
Guyana,94.499111,94.47984252,94.46057404,94.44130556,94.42203708,94.40276861,94.38350013,94.36423165,94.34496317,94.32569469,94.30642621,94.28386589,94.26130556,94.23874524,94.21618491,94.19362459,94.17106426,94.14850394,94.12594361,94.10338329,94.08082296,94.02143764,93.96205232,93.90266701,93.84328169,93.78389637,93.73716027,93.69037338,93.64363729,93.59685039,93.5501143,94.37903462,94.43434265,94.16359088,94.23989555,94.23890753,94.35323717,94.40391492,94.36235266,94.08811026,94.29485991,94.14972597
Haiti,13.89404935,13.88581277,13.8775762,13.86933962,13.86110305,13.85286647,13.8446299,13.83639332,13.82815675,13.81992017,13.8116836,13.80344702,13.79521045,13.78697388,13.7787373,13.77050073,13.76226415,13.75402758,13.745791,13.73755443,13.72931785,13.61661829,13.50391872,13.39121916,13.27851959,13.16582003,13.05297533,12.94013062,12.82728592,12.71444122,12.60159652,13.88428217,13.8863464,13.91212028,13.90861416,13.8409534,13.86834983,13.8830011,13.80946859,13.72342427,13.81182979,13.75346112
Honduras,62.45222987,62.26498347,62.07773706,61.89049066,61.70324426,61.51599786,61.32875145,61.14150505,60.95425865,60.76701224,60.57976584,60.3985164,60.21726696,60.03601752,59.85476808,59.67351863,59.49226919,59.31101975,59.12977031,58.94852087,58.76727143,58.56771829,58.36816516,58.16861203,57.9690589,57.76950576,57.58378765,57.39663956,57.20940209,57.02216463,56.83492716,62.34486434,62.25985099,61.96807265,61.75797565,61.60418112,61.46156181,61.3278953,61.12081081,60.8354766,60.72151868,60.47653885
Hungary,20.18359853,20.30295983,20.42232113,20.5439684,20.66334298,20.78271756,20.90209214,21.03551225,21.15496659,21.27442094,21.43684445,21.57656773,21.71629101,21.85601428,21.99573756,22.13793103,22.2776699,22.41740877,22.55714764,22.46623219,22.60455098,22.63642991,22.66830885,22.70018778,22.55023011,22.58185404,22.55895244,22.5429542,22.5281613,22.51227263,22.49627438,20.15941354,20.30911622,20.42648712,20.5418632,20.63448104,20.74797948,20.92173021,21.06256699,21.12689881,21.33817483,21.46992875
Iceland,0.170274314,0.183002494,0.195730673,0.208458853,0.221187032,0.233915212,0.246643392,0.259371571,0.272099751,0.28482793,0.29755611,0.312359102,0.327162095,0.341965087,0.35676808,0.371571072,0.386374065,0.401177057,0.41598005,0.430783042,0.445586035,0.452548628,0.459511222,0.466473815,0.473436409,0.480399002,0.485386534,0.492568579,0.496280869,0.502727363,0.509273034,0.247348385,0.110484211,0.255281111,0.310704943,0.135931791,0.315207045,0.283516865,0.1680474,0.178447865,0.213663939,0.185722093
India,21.50484833,21.627713,21.75057766,21.87344233,21.996307,22.11917166,22.24203633,22.364901,22.48776567,22.61063033,22.733495,22.7975676,22.86164019,22.92571279,22.98978538,23.05385798,23.11793057,23.18200317,23.24607576,23.31014836,23.37422095,23.46382169,23.55342242,23.64302315,23.73262388,23.82222461,23.91182535,24.00142608,24.09102681,24.18062754,24.27022827,21.48796867,21.61806888,21.74336307,21.84468108,21.96713944,22.07583021,22.21880136,22.35085441,22.39019643,22.57318053,22.68890017
Indonesia,65.43771425,64.48467352,63.53163278,62.57859205,61.62555132,60.67251058,59.71946985,58.76642912,57.81338839,56.86034765,53.94352867,53.85720198,53.77087529,53.6845486,53.59822191,53.51189522,53.42556853,53.33924184,53.25291515,53.16658846,53.08026177,52.58691923,52.09357668,51.60023414,51.10689159,50.61354905,50.74345453,50.03933382,49.71681778,49.39429641,49.07178037,64.54857798,64.152344,63.25614437,62.78598402,61.77030288,61.00348615,60.04904783,59.26776871,56.85644504,56.26712552,55.13454695
"Iran, Islamic Rep.",5.572374076,5.587698617,5.603023159,5.6183477,5.633672241,5.648996783,5.664321324,5.679645866,5.694970407,5.710294948,5.72561949,5.809506619,5.893393747,5.977280876,6.061168005,6.145055134,6.228942263,6.312829392,6.396716521,6.480603649,6.564490778,6.564490778,6.564490778,6.564490778,6.564490778,6.564490778,6.570691815,6.601288136,6.611420647,6.621553159,6.626730354,5.586692332,5.531086184,5.637639457,5.683635484,5.591923716,5.708973926,5.706514802,5.661573095,5.653166962,5.721071,5.715996831
Iraq,1.838260512,1.841461463,1.844662414,1.847863365,1.851064316,1.854265267,1.857466219,1.86066717,1.863868121,1.867069072,1.870270023,1.871870499,1.873470974,1.87507145,1.876671925,1.878272401,1.879872877,1.881473352,1.883073828,1.897909376,1.89952109,1.89952109,1.89952109,1.900361184,1.900361184,1.900361184,1.900361184,1.900361184,1.900361184,1.900361184,1.900361184,1.905802136,1.775340086,1.900880926,1.944084624,1.775032293,1.930754204,1.894998277,1.774312424,1.764063978,1.798832098,1.758061976
Ireland,6.701117724,6.946029903,7.190942082,7.43585426,7.680766439,7.925678618,8.170590797,8.415502976,8.660415155,8.905327333,9.150239512,9.280911598,9.411583684,9.54225577,9.672927856,9.803599942,9.934272028,10.06494411,10.1956162,10.32628829,10.45696037,10.55651038,10.65606039,10.75561039,10.8551604,10.95471041,11.06619248,11.17752939,11.23559297,11.29365655,11.35172013,6.871919271,7.146827797,7.334397062,7.54570033,7.597832144,7.761067064,8.195844809,8.354615977,8.487583733,8.965247827,9.132019646
Isle of Man,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.10353185,6.018375954,6.117647587,6.143920591,6.021565572,6.125749926,6.100421188,6.012592463,5.966263825,6.022334621,5.973173309
Israel,6.099815157,6.196857671,6.293900185,6.390942699,6.487985213,6.585027726,6.68207024,6.779112754,6.876155268,6.973197782,7.070240296,7.074861368,7.07948244,7.084103512,7.088724584,7.093345656,7.097966728,7.1025878,7.107208872,7.111829945,7.116451017,7.218114603,7.319778189,7.421441774,7.52310536,7.624768946,6.469500924,6.469500924,6.469500924,6.469500924,6.469500924,6.126159162,6.162030775,6.36488599,6.445837107,6.419957561,6.589066383,6.684614482,6.682673967,6.704043058,6.887142393,6.896075366
Italy,25.80582095,26.07085784,26.33589473,26.60093162,26.86596852,27.13100541,27.3960423,27.66107919,27.92611608,28.19115297,28.30145612,28.52423255,28.74700897,28.9697854,29.19256183,29.41533826,29.63811469,29.86089112,30.08366755,30.30644398,30.52922041,30.71117754,30.89313468,31.07509181,31.25704895,31.43900608,31.62096998,31.80293388,31.98489777,32.16697045,32.34893496,25.89338282,26.09434047,26.51292661,26.61161992,26.90332016,27.04002493,27.49696436,27.69492246,27.93537172,28.25172638,28.49647547
Jamaica,48.13296399,48.13037858,48.12779317,48.12520776,48.12262235,48.12003693,48.11745152,48.11486611,48.1122807,48.10969529,48.10710988,48.45290859,48.79870729,49.144506,49.49030471,49.83610342,50.18190212,50.52770083,50.87349954,51.21929825,51.56509695,51.91615882,52.26722068,52.61828255,52.96934441,53.32040628,53.67867036,54.0378578,54.39704524,54.75530933,55.11449677,48.08382734,48.12088622,47.90221683,47.99426557,47.99869177,47.98653151,48.14738158,48.18755897,48.12076123,48.38351369,48.44115228
Japan,68.43115743,68.41086122,68.390565,68.37026879,68.34997257,68.32967636,68.32812071,68.30781893,68.28751715,68.26721536,68.24691358,68.27160494,68.2962963,68.32098765,68.34567901,68.37037037,68.39506173,68.41975309,68.44444444,68.4691358,68.49382716,68.48175583,68.4696845,68.45761317,68.44554184,68.43347051,68.42249657,68.40877915,68.40877915,68.40877915,68.40877915,68.35277354,68.39633621,68.19479941,68.244411,68.22128041,68.28624658,68.29560252,68.28883498,68.15852198,68.28715344,68.2179202
Jordan,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.09822032,1.09822032,1.09822032,1.09822032,1.09822032,1.09822032,1.09822032,1.09822032,1.09822032,1.09822032,1.098047165,1.098047165,1.179449447,1.036985527,1.161874991,1.20604027,1.023457627,1.187135902,1.146896344,1.012271682,1.007362161,1.03421799,0.992399068
Kazakhstan,1.170937882,1.170937882,1.170937882,1.17074086,1.170543838,1.170346816,1.170149794,1.169952773,1.169755751,1.169558729,1.169361707,1.166593029,1.163824314,1.161055636,1.158286958,1.15551828,1.152749565,1.149980887,1.147212209,1.144443494,1.141674816,1.158437938,1.175201022,1.191964107,1.208727229,1.225490314,1.236326258,1.247160796,1.257992073,1.268822462,1.279653295,1.245999394,1.103602517,1.228226125,1.271769431,1.088877451,1.251952095,1.211589358,1.076074287,1.069941771,1.096995069,1.053951402
Kenya,6.779597287,6.797633271,6.815669255,6.833705239,6.851741224,6.869777208,6.887813192,6.905849176,6.92388516,6.941921144,6.959957128,6.89936571,6.838774291,6.778182872,6.717591454,6.657000035,6.596408617,6.535817198,6.475225779,6.414634361,6.354042942,6.321035246,6.28802755,6.255019855,6.222012159,6.189004463,6.240942475,6.292880486,6.344818498,6.344818498,6.344818498,6.827883802,6.759728703,6.881445986,6.907729043,6.790195084,6.902682175,6.894924833,6.81150148,6.757055161,6.836519313,6.774765963
Kiribati,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.528279382,1.389810164,1.513048499,1.555928573,1.377804505,1.537086966,1.497723232,1.366766976,1.358680029,1.387638558,1.345232484
"Korea, Dem. People's Rep.",57.40411926,57.02430031,56.64448136,56.2646624,55.88484345,55.5050245,55.12520555,54.7453866,54.36556764,53.98574869,53.60592974,53.42961548,53.25330122,53.07698696,52.9006727,52.72435844,52.54804418,52.37172992,52.19541566,52.0191014,51.84278714,51.66647288,51.49015862,51.31384437,51.13753011,50.96121585,50.78490159,50.60858733,50.43227307,50.25595881,50.07964455,57.34997182,57.03537904,56.52046115,56.12471145,55.78239755,55.40366704,55.098684,54.82911412,54.27980217,54.15840936,53.7646524
"Korea, Rep.",67.91416131,67.83640887,67.75865644,67.680904,67.60315157,67.52539913,67.44764669,67.36989426,67.29214182,67.21438938,67.13663695,66.85032045,66.72383511,66.625,66.51931419,66.40681466,66.29438481,66.17519604,66.03567378,65.89635277,65.70987654,65.61374627,65.43006885,65.24952271,65.1442061,65.03155626,64.87911457,64.78309917,64.67391304,64.51844262,64.41598361,67.83073541,67.81577276,67.61499832,67.56386698,67.49120647,67.50834827,67.44620311,67.32599815,67.12449047,67.10872136,66.92729027
Kuwait,0.193602694,0.201459035,0.209315376,0.217171717,0.225028058,0.2328844,0.240740741,0.248597082,0.256453423,0.264309764,0.272166105,0.280022447,0.287878788,0.295735129,0.30359147,0.311447811,0.319304153,0.327160494,0.335016835,0.342873176,0.350729517,0.350729517,0.350729517,0.350729517,0.350729517,0.350729517,0.350729517,0.350729517,0.350729517,0.350729517,0.350729517,0.272969922,0.129929853,0.268794541,0.320990291,0.138561514,0.316156683,0.280295738,0.153437054,0.160756284,0.190764705,0.157606232
Kyrgyz Republic,5.971418144,5.971418144,5.971418144,5.994607925,6.017797185,6.040986966,6.064176225,6.087365485,6.110555266,6.133745047,6.156934307,6.182367049,6.207799791,6.233232534,6.258665276,6.284098019,6.309530761,6.334963504,6.360396246,6.385828989,6.411261731,6.434337852,6.457413973,6.480490094,6.503566215,6.526642336,6.549739312,6.572806048,6.667883212,6.762982273,6.858081335,5.975872747,5.916555647,6.03006969,6.07112248,5.96941215,6.086319437,6.089282482,6.036670205,6.015035505,6.092666815,6.065524895
Lao PDR,77.30935875,77.12824957,76.94714038,76.7660312,76.58492201,76.40381282,76.22270364,76.04159445,75.86048527,75.67937608,75.4982669,75.28834489,75.07842288,74.86850087,74.65857886,74.44865685,74.23873484,74.02881282,73.81889081,73.6089688,73.39904679,73.24956672,73.10008666,72.95060659,72.80112652,72.65164645,72.50216638,72.35268631,72.20320624,72.05372617,71.9042461,77.17629702,77.10750032,76.78166336,76.6001337,76.46161421,76.35168634,76.25289783,76.02455637,75.66629677,75.60337693,75.32353598
